Gender,Kanji,Hiragana,Romaji
Female,新家莉花子,しんけりかこ,shinke rikako
Female,山崎緩美,やまざきひろみ,yamazaki hiromi
Female,徳田恵莉加,とくだえりか,tokuda erika
Male,太田重光,おおたしげみつ,oota shigemitsu
Female,蓮見菜緒美,はすみなおみ,hasumi naomi
Male,高須公嘉,たかすひろよし,takasu hiroyoshi
Female,水村令依子,みずむられいこ,mizumura reiko
Female,加茂薫子,かもかおるこ,kamo kaoruko
Female,岩下愛姫子,いわしたあきこ,iwashita akiko
Female,若林朱輝子,わかばやしあきこ,wakabayashi akiko
Male,中尾竜寛,なかおたつひろ,nakao tatsuhiro
Female,木谷華寿枝,きだにかずえ,kidani kazue
Female,金丸和予,かねまるかずよ,kanemaru kazuyo
Male,梅澤健詞,うめざわたけし,umezawa takeshi
Female,倉本英璃子,くらもとえりこ,kuramoto eriko
Female,坂部凡子,さかべなみこ,sakabe namiko
Male,平賀雄正,ひらがたけまさ,hiraga takemasa
Female,吉岡后江,よしおかきみえ,yoshioka kimie
Female,奥村市織,おくむらしおり,okumura shiori
Female,春日堀,しゅんじつともこ,shunjitsu tomoko
Male,玉井剛仁,たまいたけひと,tamai takehito
Female,駒田巴子,こまだともこ,komada tomoko
Female,児島知紗都,こじまちさと,kojima chisato
Male,村木和卓,むらきかずたか,muraki kazutaka
Male,柴山佳浩,しばやまよしひろ,shibayama yoshihiro
Male,宮里尚正,みやざとたかまさ,miyazato takamasa
Female,小幡奈生,おばたなお,obata nao
Male,半田有広,はんだくにひろ,handa kunihiro
Male,舟橋啓氏,ふなはしひろし,funahashi hiroshi
Female,栗栖智亜紀,くるすちあき,kurusu chiaki
Female,金井舞貴子,かないまきこ,kanai makiko
Female,棚橋菜津希,たなはしなつき,tanahashi natsuki
Female,石神智央,いしがみちひろ,ishigami chihiro
Female,尾田稚笑美,おだちえみ,oda chiemi
Female,小寺亜衣加,こでらあいか,kodera aika
Female,仲里威鈴,なかざといすず,nakazato isuzu
Female,河原日路子,かわらひろこ,kawara hiroko
Male,江田陽,えだあきら,eda akira
Female,平沢貴実恵,ひらさわきみえ,hirasawa kimie
Female,田淵妃余子,たぶちきよこ,tabuchi kiyoko
Male,橘匡寛,たちばなまさひろ,tachibana masahiro
Male,橋田龍昌,はしだたつよし,hashida tatsuyoshi
Male,安達洋佑,あだちひろすけ,adachi hirosuke
Female,大内啓子,おおうちあきこ,oouchi akiko
Female,中山喜要美,なかやまきよみ,nakayama kiyomi
Female,三野比香莉,みのひかり,mino hikari
Female,高谷展子,たかやのりこ,takaya noriko
Female,小村萌花,こむらもか,komura moka
Female,高嶋亨子,たかしまきょうこ,takashima kyouko
Male,松平計征,まつだいらかずゆき,matsudaira kazuyuki
Male,榊清史,さかきしんじ,sakaki shinji
Male,安村保光,やすむらやすみつ,yasumura yasumitsu
Female,前川尚皇実,まえかわなおみ,maekawa naomi
Female,平島瑛希,ひらしまあき,hirashima aki
Female,小畑秋香,おばたあいか,obata aika
Male,宇田薫弘,うだしげひろ,uda shigehiro
Male,高村繁久,こうむらしげひさ,koumura shigehisa
Male,島津保芳,しまずやすよし,shimazu yasuyoshi
Male,平澤晶行,ひらさわまさゆき,hirasawa masayuki
Female,宮部美喜子,みやべともこ,miyabe tomoko
Male,上坂友延,かみさかとものぶ,kamisaka tomonobu
Female,深見麗佳,ふかみれいか,fukami reika
Female,猪股美依子,いのまたみえこ,inomata mieko
Female,馬渕澄絵,まぶちすみえ,mabuchi sumie
Male,村木孝全,むらきたかまさ,muraki takamasa
Male,荒田輝朗,あらたてるあき,arata teruaki
Female,佐古順恵,さこのぶえ,sako nobue
Female,平山可能子,ひらやまかのこ,hirayama kanoko
Female,岩元帆乃加,いわもとほのか,iwamoto honoka
Female,大窪砂稚子,おおくぼさちこ,ookubo sachiko
Male,駒田將大,こまだまさひろ,komada masahiro
Male,西谷賀一,にしたにまさかず,nishitani masakazu
Male,藤永邦穂,ふじながくにお,fujinaga kunio
Male,前沢浩作,まえざわこうさく,maezawa kousaku
Male,松川淳基,まつかわあつき,matsukawa atsuki
Female,高林小麻里,たかばやしさおり,takabayashi saori
Female,宮前瑛里,みやまええり,miyamae eri
Female,山根麻香里,やまねあかり,yamane akari
Female,石崎照,いしざきあき,ishizaki aki
Male,戸村祐浩,とむらまさひろ,tomura masahiro
Female,松木名穂子,まつきなほこ,matsuki nahoko
Female,植野志峰,うえのしほ,ueno shiho
Female,丸山奈津見,まるやまなつみ,maruyama natsumi
Male,日置義三,ひおきよしぞう,hioki yoshizou
Male,白石圭剛,しろいしけいご,shiroishi keigo
Male,根岸光裕,ねぎしみつひろ,negishi mitsuhiro
Female,泉紗智代,いずみさちよ,izumi sachiyo
Male,清原泰勝,きよはらひろかつ,kiyohara hirokatsu
Male,西沢俊栄,にしざわとしひで,nishizawa toshihide
Female,保科和子,ほしなあいこ,hoshina aiko
Female,柿本秀見,かきもとひでみ,kakimoto hidemi
Female,宇井悠香,ういはるか,ui haruka
Female,平野智巳,へいやともみ,heiya tomomi
Female,牛島奈々枝,うしじまななえ,ushijima nanae
Female,塙規予子,はなわきよこ,hanawa kiyoko
Female,兼田真唯子,かねだまいこ,kaneda maiko
Male,高松洋義,たかまつひろよし,takamatsu hiroyoshi
Female,米川七織子,よねかわなおこ,yonekawa naoko
Female,大里眞保,おおさとまほ,oosato maho
Female,増子英津子,ましこえつこ,mashiko etsuko
Male,吉野健誌,よしのたけし,yoshino takeshi
Male,永田勇仁,ながたゆうと,nagata yuto
Female,嵯峨比紗衣,さがひさえ,saga hisae
Male,富沢真任,とみさわまさのり,tomisawa masanori
Female,与那嶺宜代子,よなみねきよこ,yonamine kiyoko
Female,桐原紀里子,きりはらきりこ,kirihara kiriko
Female,臼田央恵,うすだひさえ,usuda hisae
Female,赤尾貢美子,あかおくみこ,akao kumiko
Female,仁木七保美,にきなおみ,niki naomi
Male,石毛堅輔,いしげけんすけ,ishige kensuke
Female,安斎樹吏子,あんざいきりこ,anzai kiriko
Female,鷲見菜味,すみなみ,sumi nami
Female,影山華梨江,かげやまかなえ,kageyama kanae
Female,土谷恭三子,つちやくみこ,tsuchiya kumiko
Female,北川晴深,きたがわはるみ,kitagawa harumi
Female,安武恵奈,やすたけえな,yasutake ena
Female,馬渕瑛笑,まぶちえみ,mabuchi emi
Male,城間整一,しろませいいち,shiroma seichi
Male,塩沢金一,しおざわきんいち,shiozawa kinichi
Male,川又秀典,かわまたひでふみ,kawamata hidefumi
Female,宮岡知江,みやおかともこ,miyaoka tomoko
Male,丹野法将,たんののりまさ,tanno norimasa
Female,金川善恵,かねかわよしえ,kanekawa yoshie
Female,松宮知与,まつみやともよ,matsumiya tomoyo
Female,平賀早奈恵,ひらがさなえ,hiraga sanae
Male,金城考将,きんじょうたかまさ,kinjou takamasa
Male,川久保弘典,かわくぼひろみち,kawakubo hiromichi
Male,田頭生太,たがしらしょうた,tagashira shouta
Male,坂東幸八,ばんどうゆきや,bandou yukiya
Female,白浜陽和子,しらはまひなこ,shirahama hinako
Female,丹羽葉菜子,にわはなこ,niwa hanako
Male,成沢位悟,なりさわたかのり,narisawa takanori
Female,大屋啓栄,おおやひろえ,ooya hiroe
Female,藤島詩津香,ふじしましずか,fujishima shizuka
Female,土谷慶衣,つちやけい,tsuchiya kei
Female,松平優依,まつだいらゆい,matsudaira yui
Male,猪俣亨二,いのまたこうじ,inomata kouji
Male,江村桂彦,こうそんかつひこ,kouson katsuhiko
Male,和田茂智,わだしげとも,wada shigetomo
Male,仁平修五,にひらしゅうご,nihira shugo
Female,中嶋紗林子,なかじまさきこ,nakajima sakiko
Male,広野紘司,こうやひろし,kouya hiroshi
Female,高崎萬佐子,たかさきまさこ,takasaki masako
Male,中澤啓藏,なかざわけいぞう,nakazawa keizou
Male,木下友亨,きのしたともゆき,kinoshita tomoyuki
Female,菱田江奈,ひしだえな,hishida ena
Female,浜口志保,はまぐちしほ,hamaguchi shiho
Female,久我慧實,くがさとみ,kuga satomi
Male,神保聡洋,じんぼあきひろ,jinbo akihiro
Female,白崎和可菜,しらさきわかな,shirasaki wakana
Female,西岡和帆子,にしおかなほこ,nishioka nahoko
Female,池永香小理,いけながかおり,ikenaga kaori
Male,塙卓治,はなわたくじ,hanawa takuji
Female,桐山名保実,きりやまなほみ,kiriyama nahomi
Female,桑野樹三子,くわのきみこ,kuwano kimiko
Female,下村地晴,しもむらちはる,shimomura chiharu
Male,大和田貢司,おおわだこうじ,oowada kouji
Female,権田晃菜,ごんだあきな,gonda akina
Female,竹下万衣子,たけしたまいこ,takeshita maiko
Male,奥井巨太郎,おくいこたろう,okui kotarou
Male,佐古和彦,さこまさひこ,sako masahiko
Female,金丸祐代,かねまるさちよ,kanemaru sachiyo
Female,小畑誠美,おばたまさみ,obata masami
Male,井原匡志,いはらただゆき,ihara tadayuki
Male,杉原啓隆,すぎはらひろたか,sugihara hirotaka
Male,奥田智由,おくだともよし,okuda tomoyoshi
Male,津村誉司彦,つむらよしひこ,tsumura yoshihiko
Female,加茂滋寿子,かもしずこ,kamo shizuko
Male,富永龍啓,とみながたつひろ,tominaga tatsuhiro
Male,向山高雅,こうやまたかまさ,kouyama takamasa
Male,立川顕佳,たちかわあきよし,tachikawa akiyoshi
Male,菅沼周馬,すがぬましゅうま,suganuma shuma
Male,川嶋正安,かわしままさやす,kawashima masayasu
Female,杉崎磨知子,すぎさきまちこ,sugisaki machiko
Female,古川將美,ふるかわまさみ,furukawa masami
Female,北川直穂子,きたがわなほこ,kitagawa nahoko
Male,勝俣継生,かつまたつぐお,katsumata tsuguo
Male,伊東正始,いとうまさし,itou masashi
Female,竹井枝里花,たけいえりか,takei erika
Female,本橋尭代,もとはしあきよ,motohashi akiyo
Male,堀井好弘,ほりいたかひろ,horii takahiro
Female,添田依吏佳,そえだえりか,soeda erika
Male,中森昌嗣,なかもりしょうじ,nakamori shouji
Male,本村広揚,もとむらひろあき,motomura hiroaki
Male,城田雄裕,しろたゆうすけ,shirota yusuke
Male,土屋泰史,つちやひろし,tsuchiya hiroshi
Male,石山充倫,いしやまあつのり,ishiyama atsunori
Female,宮木千耀,みやきちあき,miyaki chiaki
Female,中居玲香,なかいれいか,nakai reika
Male,栗山淑光,くりやまよしみつ,kuriyama yoshimitsu
Female,高田乗子,たかだのりこ,takada noriko
Female,近藤枝利花,こんどうえりか,kondou erika
Female,笹木惠以,ささきけい,sasaki kei
Female,中瀬有子,なかせなおこ,nakase naoko
Male,窪田壽男,くぼたとしお,kubota toshio
Male,竹森健雄,たけもりたかお,takemori takao
Male,森下晃太,もりしたこうた,morishita kouta
Female,西垣泰香子,にしがきたかこ,nishigaki takako
Male,森永貴裕,もりながたかやす,morinaga takayasu
Female,金井多加音,かないたかね,kanai takane
Female,河原亞祈,かわらあき,kawara aki
Male,金本勇志,かなもとたけし,kanamoto takeshi
Male,向井雅啓,むかいまさあき,mukai masaki
Female,谷内裕絵,たにうちひろえ,taniuchi hiroe
Male,池原捷,いけはらまさる,ikehara masaru
Female,増子奈伯子,ましこなおこ,mashiko naoko
Female,道下葉子,どうかのぶこ,douka nobuko
Male,大林竜文,おおばやしたつふみ,oobayashi tatsufumi
Male,仲井茂郎,なかいしげお,nakai shigeo
Male,外山宗夫,とやまとしお,toyama toshio
Female,柳生君枝,やぎゅうきみえ,yagyuu kimie
Male,秋山竜義,あきやまたつのり,akiyama tatsunori
Male,仲本与史,なかもとともひと,nakamoto tomohito
Female,植竹恵理嘉,うえたけえりか,uetake erika
Male,越川慧士,えつかわさとし,etsukawa satoshi
Female,大沢礼緯子,おおさわれいこ,oosawa reiko
Female,柏原紫豊子,かしわらしほこ,kashiwara shihoko
Male,湯本淳啓,ゆもとあつひろ,yumoto atsuhiro
Male,桂一,かつらすぐる,katsura suguru
Male,小谷孝教,こたにたかのり,kotani takanori
Male,福地侑徒,ふくちゆうと,fukuchi yuto
Male,寺尾尚之,てらおたかゆき,terao takayuki
Female,樋渡悠加,ひわたりゆか,hiwatari yuka
Female,大迫菜尾,おおさこなお,oosako nao
Male,神尾献吾,かみおけんご,kamio kengo
Male,杉谷光史,すぎたにこうじ,sugitani kouji
Male,安西規夫,あんざいのりお,anzai norio
Female,中屋希世佳,なかやきよか,nakaya kiyoka
Female,熊野祐香,くまのゆうか,kumano yuka
Female,小牧巳江子,こまきみえこ,komaki mieko
Female,永岡真抄子,ながおかまさこ,nagaoka masako
Female,朝比奈園利子,あさひなえりこ,asahina eriko
Female,内堀日集枝,うちぼりかずえ,uchibori kazue
Male,芝征郎,しばゆきお,shiba yukio
Male,春名昌泰,はるなまさやす,haruna masayasu
Male,富田広近,とみたひろちか,tomita hirochika
Female,笹山春嘉,ささやまはるか,sasayama haruka
Female,谷村尚枝,たにむらひさえ,tanimura hisae
Male,坂下将範,さかしたまさのり,sakashita masanori
Female,津村沙央梨,つむらさおり,tsumura saori
Male,長山耕右,ながやまこうすけ,nagayama kousuke
Male,小柴一光,こしばかずあき,koshiba kazuaki
Male,大友篤識,おおともあつし,ootomo atsushi
Female,三田村史惠,みたむらふみえ,mitamura fumie
Male,広沢正倫,ひろさわまさみち,hirosawa masamichi
Male,植木貴冶,うえきたかはる,ueki takaharu
Female,岩見詩布,いわみしほ,iwami shiho
Male,八巻卓洋,はっかんたくひろ,hakkan takuhiro
Female,猿渡樹々子,さるわたりななこ,saruwatari nanako
Female,柳下千亜喜,やなぎしたちあき,yanagishita chiaki
Male,野本秀鷹,のもとひでたか,nomoto hidetaka
Female,井坂沙千恵,いさかさちえ,isaka sachie
Female,佐藤郁奈恵,さとうかなえ,satou kanae
Female,棚橋涼風,たなはしすずか,tanahashi suzuka
Male,草間建哉,くさまたつや,kusama tatsuya
Male,水島琢麻,みずしまたくま,mizushima takuma
Male,吉沢竣,よしざわしゅん,yoshizawa shun
Female,香取富子,かとりひさこ,katori hisako
Female,神尾明喜子,かみおあきこ,kamio akiko
Male,越川允生,えつかわまさお,etsukawa masao
Male,梶谷竹瀬,かじたにひろし,kajitani hiroshi
Male,大迫里至,おおさこさとし,oosako satoshi
Female,桑田那帆子,そうでんなおこ,souden naoko
Female,日吉唱子,ひよしあきこ,hiyoshi akiko
Female,磯村久惠,いそむらひさえ,isomura hisae
Female,高本優加,こうもとゆうか,koumoto yuka
Female,橋爪恵律香,はしづめえりか,hashidume erika
Female,新垣朋弥,あらがきともみ,aragaki tomomi
Male,石上慶幸,いしがみのりゆき,ishigami noriyuki
Female,川北奈緒未,かわきたなおみ,kawakita naomi
Female,竹森稚子,たけもりのりこ,takemori noriko
Female,塩原那那子,しおはらななこ,shiohara nanako
Female,吉本麻衣子,よしもとまいこ,yoshimoto maiko
Male,砂川英幸,すながわはるゆき,sunagawa haruyuki
Female,杉野三十貴,すぎのさつき,sugino satsuki
Male,向裕太,むかいゆうた,mukai yuta
Male,小野沢宇晃,おのざわたかあき,onozawa takaki
Female,河端珠子,かわばたあかね,kawabata akane
Female,末永朝枝,すえながともえ,suenaga tomoe
Male,岩瀬健宏,いわせたけひろ,iwase takehiro
Male,宮田裕騎,みやたひろき,miyata hiroki
Male,小松原貴弥,こまつばらたかや,komatsubara takaya
Male,室井晴修,むろいはるのぶ,muroi harunobu
Male,碓井抗二,うすいこうじ,usui kouji
